bfs-f,gripperlearning11,000,-1,False
bfs-f,gripperlearning11,001,-1,False
bfs-f,gripperlearning11,002,-1,False
bfs-f,gripperlearning11,003,-1,False
bfs-f,gripperlearning11,004,-1,False
bfs-f,gripperlearning11,005,-1,False
bfs-f,gripperlearning11,006,-1,False
bfs-f,gripperlearning11,007,-1,False
bfs-f,gripperlearning11,008,-1,False
bfs-f,gripperlearning11,009,-1,False
bfs-f,gripperlearning11,010,-1,False
bfs-f,gripperlearning11,011,-1,False
bfs-f,gripperlearning11,012,-1,False
bfs-f,gripperlearning11,013,-1,False
bfs-f,gripperlearning11,014,-1,False
bfs-f,gripperlearning11,015,-1,False
bfs-f,gripperlearning11,016,-1,False
bfs-f,gripperlearning11,017,-1,False
bfs-f,gripperlearning11,018,-1,False
bfs-f,gripperlearning11,019,-1,False
bfs-f,gripperlearning11,020,-1,False
bfs-f,gripperlearning11,021,-1,False
bfs-f,gripperlearning11,022,-1,False
bfs-f,gripperlearning11,023,-1,False
bfs-f,gripperlearning11,024,-1,False
bfs-f,gripperlearning11,025,-1,False
bfs-f,gripperlearning11,026,-1,False
bfs-f,gripperlearning11,027,-1,False
bfs-f,gripperlearning11,028,-1,False
bfs-f,gripperlearning11,029,-1,False
jasper,gripperlearning11,000,-1,False
jasper,gripperlearning11,001,-1,False
jasper,gripperlearning11,002,-1,False
jasper,gripperlearning11,003,-1,False
jasper,gripperlearning11,004,-1,False
jasper,gripperlearning11,005,-1,False
jasper,gripperlearning11,006,-1,False
jasper,gripperlearning11,007,-1,False
jasper,gripperlearning11,008,-1,False
jasper,gripperlearning11,009,-1,False
jasper,gripperlearning11,010,-1,False
jasper,gripperlearning11,011,-1,False
jasper,gripperlearning11,012,-1,False
jasper,gripperlearning11,013,-1,False
jasper,gripperlearning11,014,-1,False
jasper,gripperlearning11,015,-1,False
jasper,gripperlearning11,016,-1,False
jasper,gripperlearning11,017,-1,False
jasper,gripperlearning11,018,-1,False
jasper,gripperlearning11,019,-1,False
jasper,gripperlearning11,020,-1,False
jasper,gripperlearning11,021,-1,False
jasper,gripperlearning11,022,-1,False
jasper,gripperlearning11,023,-1,False
jasper,gripperlearning11,024,-1,False
jasper,gripperlearning11,025,-1,False
jasper,gripperlearning11,026,-1,False
jasper,gripperlearning11,027,-1,False
jasper,gripperlearning11,028,-1,False
jasper,gripperlearning11,029,-1,False
mercury,gripperlearning11,000,-1,False
mercury,gripperlearning11,001,-1,False
mercury,gripperlearning11,002,-1,False
mercury,gripperlearning11,003,-1,False
mercury,gripperlearning11,004,-1,False
mercury,gripperlearning11,005,-1,False
mercury,gripperlearning11,006,-1,False
mercury,gripperlearning11,007,-1,False
mercury,gripperlearning11,008,-1,False
mercury,gripperlearning11,009,-1,False
mercury,gripperlearning11,010,-1,False
mercury,gripperlearning11,011,-1,False
mercury,gripperlearning11,012,-1,False
mercury,gripperlearning11,013,-1,False
mercury,gripperlearning11,014,-1,False
mercury,gripperlearning11,015,-1,False
mercury,gripperlearning11,016,-1,False
mercury,gripperlearning11,017,-1,False
mercury,gripperlearning11,018,-1,False
mercury,gripperlearning11,019,-1,False
mercury,gripperlearning11,020,-1,False
mercury,gripperlearning11,021,-1,False
mercury,gripperlearning11,022,-1,False
mercury,gripperlearning11,023,-1,False
mercury,gripperlearning11,024,-1,False
mercury,gripperlearning11,025,-1,False
mercury,gripperlearning11,026,-1,False
mercury,gripperlearning11,027,-1,False
mercury,gripperlearning11,028,-1,False
mercury,gripperlearning11,029,-1,False
siw,gripperlearning11,000,0,True
siw,gripperlearning11,001,0,True
siw,gripperlearning11,002,0,True
siw,gripperlearning11,003,0,True
siw,gripperlearning11,004,0,True
siw,gripperlearning11,005,0,True
siw,gripperlearning11,006,0,True
siw,gripperlearning11,007,0,True
siw,gripperlearning11,008,0,True
siw,gripperlearning11,009,0,True
siw,gripperlearning11,010,0,True
siw,gripperlearning11,011,0,True
siw,gripperlearning11,012,0,True
siw,gripperlearning11,013,0,True
siw,gripperlearning11,014,0,True
siw,gripperlearning11,015,0,True
siw,gripperlearning11,016,0,True
siw,gripperlearning11,017,0,True
siw,gripperlearning11,018,0,True
siw,gripperlearning11,019,0,True
siw,gripperlearning11,020,0,True
siw,gripperlearning11,021,0,True
siw,gripperlearning11,022,0,True
siw,gripperlearning11,023,0,True
siw,gripperlearning11,024,0,True
siw,gripperlearning11,025,0,True
siw,gripperlearning11,026,0,True
siw,gripperlearning11,027,0,True
siw,gripperlearning11,028,0,True
siw,gripperlearning11,029,0,True
