bfs-f,tidybot,000,66,True
bfs-f,tidybot,001,52,True
bfs-f,tidybot,002,2,True
bfs-f,tidybot,003,1,True
bfs-f,tidybot,004,64,True
bfs-f,tidybot,005,118,True
bfs-f,tidybot,006,6,True
bfs-f,tidybot,007,2,True
bfs-f,tidybot,008,30,True
bfs-f,tidybot,009,5,True
bfs-f,tidybot,010,114,True
bfs-f,tidybot,011,286,True
bfs-f,tidybot,012,229,True
bfs-f,tidybot,013,69,True
bfs-f,tidybot,014,36,True
bfs-f,tidybot,015,161,True
bfs-f,tidybot,016,118,True
bfs-f,tidybot,017,226,True
bfs-f,tidybot,018,0,True
bfs-f,tidybot,019,0,True
jasper,tidybot,000,-1,False
jasper,tidybot,001,-1,False
jasper,tidybot,002,-1,False
jasper,tidybot,003,-1,False
jasper,tidybot,004,-1,False
jasper,tidybot,005,-1,False
jasper,tidybot,006,-1,False
jasper,tidybot,007,-1,False
jasper,tidybot,008,-1,False
jasper,tidybot,009,-1,False
jasper,tidybot,010,-1,False
jasper,tidybot,011,-1,False
jasper,tidybot,012,-1,False
jasper,tidybot,013,-1,False
jasper,tidybot,014,-1,False
jasper,tidybot,015,-1,False
jasper,tidybot,016,-1,False
jasper,tidybot,017,-1,False
jasper,tidybot,018,-1,False
jasper,tidybot,019,-1,False
mercury,tidybot,000,-1,False
mercury,tidybot,001,-1,False
mercury,tidybot,002,15,True
mercury,tidybot,003,14,True
mercury,tidybot,004,23,True
mercury,tidybot,005,-1,False
mercury,tidybot,006,15,True
mercury,tidybot,007,15,True
mercury,tidybot,008,23,True
mercury,tidybot,009,24,True
mercury,tidybot,010,23,True
mercury,tidybot,011,-1,False
mercury,tidybot,012,66,True
mercury,tidybot,013,30,True
mercury,tidybot,014,27,True
mercury,tidybot,015,265,True
mercury,tidybot,016,35,True
mercury,tidybot,017,-1,False
mercury,tidybot,018,-1,False
mercury,tidybot,019,-1,False
siw,tidybot,000,130,True
siw,tidybot,001,432,True
siw,tidybot,002,1,True
siw,tidybot,003,142,True
siw,tidybot,004,311,True
siw,tidybot,005,388,True
siw,tidybot,006,0,True
siw,tidybot,007,1,True
siw,tidybot,008,1,True
siw,tidybot,009,1,True
siw,tidybot,010,778,True
siw,tidybot,011,1225,True
siw,tidybot,012,0,True
siw,tidybot,013,200,True
siw,tidybot,014,11,True
siw,tidybot,015,0,True
siw,tidybot,016,0,True
siw,tidybot,017,0,True
siw,tidybot,018,0,True
siw,tidybot,019,0,True
